order_id,date,time
1831,2015-01-31,20:02:14
1832,2015-01-31,20:08:22
1833,2015-01-31,20:11:10
1834,2015-01-31,20:26:06
1835,2015-01-31,20:28:11
1836,2015-01-31,20:46:18
1837,2015-01-31,20:56:35
1838,2015-01-31,20:56:38
1839,2015-01-31,20:58:38
1840,2015-01-31,21:01:00
1841,2015-01-31,21:01:18
1842,2015-01-31,21:07:17
1843,2015-01-31,21:28:07
1844,2015-01-31,22:09:40
1845,2015-01-31,22:43:07
1919,2015-02-01,20:03:59
1920,2015-02-01,20:04:38
1921,2015-02-01,20:07:50
1922,2015-02-01,20:09:20
1923,2015-02-01,20:34:14
1924,2015-02-01,20:40:02
1925,2015-02-01,20:43:56
1926,2015-02-01,21:12:29
1927,2015-02-01,21:31:03
1928,2015-02-01,21:57:20
1929,2015-02-01,22:08:01
1930,2015-02-01,22:11:02
1931,2015-02-01,22:15:43
1932,2015-02-01,22:29:35
1985,2015-02-02,20:00:05
1986,2015-02-02,20:07:17
1987,2015-02-02,20:09:54
1988,2015-02-02,20:46:01
1989,2015-02-02,21:15:17
1990,2015-02-02,21:22:35
1991,2015-02-02,21:47:12
1992,2015-02-02,21:48:32
1993,2015-02-02,22:07:29
1994,2015-02-02,22:08:10
1995,2015-02-02,22:19:33
2053,2015-02-03,20:42:43
2054,2015-02-03,20:46:45
2055,2015-02-03,20:59:30
2056,2015-02-03,21:05:04
2057,2015-02-03,21:11:26
2104,2015-02-04,20:09:43
2105,2015-02-04,20:22:27
2106,2015-02-04,20:54:54
2107,2015-02-04,21:01:41
2108,2015-02-04,21:05:07
2109,2015-02-04,21:13:14
2110,2015-02-04,21:16:34
2111,2015-02-04,21:28:44
2112,2015-02-04,22:07:51
2113,2015-02-04,22:16:08
2114,2015-02-04,22:26:28
2160,2015-02-05,20:01:50
2161,2015-02-05,20:10:24
2162,2015-02-05,20:15:06
2163,2015-02-05,20:18:08
2164,2015-02-05,20:23:49
2165,2015-02-05,20:29:51
2166,2015-02-05,20:41:36
2167,2015-02-05,20:56:14
2168,2015-02-05,20:59:08
2169,2015-02-05,21:23:02
2170,2015-02-05,21:34:23
2171,2015-02-05,21:48:24
2172,2015-02-05,21:51:44
2173,2015-02-05,21:56:42
2174,2015-02-05,22:00:17
2228,2015-02-06,20:04:33
2229,2015-02-06,20:16:54
2230,2015-02-06,20:41:12
2231,2015-02-06,20:42:58
2232,2015-02-06,20:50:02
2233,2015-02-06,21:07:01
2234,2015-02-06,21:17:17
2235,2015-02-06,21:26:37
2236,2015-02-06,21:32:03
2237,2015-02-06,21:37:09
2238,2015-02-06,21:38:28
2239,2015-02-06,22:09:09
2240,2015-02-06,22:22:17
2287,2015-02-07,20:13:16
2288,2015-02-07,20:20:41
2289,2015-02-07,20:29:43
2290,2015-02-07,20:47:23
2291,2015-02-07,20:55:05
2292,2015-02-07,20:57:53
2293,2015-02-07,21:14:52
2294,2015-02-07,21:16:09
2295,2015-02-07,21:21:53
2296,2015-02-07,21:24:01
2297,2015-02-07,21:35:12
2298,2015-02-07,21:40:33
2299,2015-02-07,21:55:00
2300,2015-02-07,21:59:07
2301,2015-02-07,22:10:57
2344,2015-02-08,20:20:37
2345,2015-02-08,20:20:51
2346,2015-02-08,20:25:39
2347,2015-02-08,20:28:32
2348,2015-02-08,20:58:36
2349,2015-02-08,20:59:06
2350,2015-02-08,21:21:37
2351,2015-02-08,21:52:14
2352,2015-02-08,22:21:27
2353,2015-02-08,22:23:41
2354,2015-02-08,22:36:28
2404,2015-02-09,20:09:44
2405,2015-02-09,20:38:13
2406,2015-02-09,21:08:21
2407,2015-02-09,21:51:59
2408,2015-02-09,22:01:04
2457,2015-02-10,20:01:34
2458,2015-02-10,20:09:17
2459,2015-02-10,20:12:30
2460,2015-02-10,20:13:13
2461,2015-02-10,20:14:23
2462,2015-02-10,20:18:10
2463,2015-02-10,20:20:20
2464,2015-02-10,20:20:24
2465,2015-02-10,20:33:37
2466,2015-02-10,21:11:59
2467,2015-02-10,21:35:04
2529,2015-02-11,20:06:11
2530,2015-02-11,20:11:26
2531,2015-02-11,20:22:03
2532,2015-02-11,20:33:15
2533,2015-02-11,21:34:53
2534,2015-02-11,21:44:25
2535,2015-02-11,21:45:46
2536,2015-02-11,21:52:14
2588,2015-02-12,20:01:13
2589,2015-02-12,20:14:33
2590,2015-02-12,20:25:21
2591,2015-02-12,20:39:09
2592,2015-02-12,21:43:21
2593,2015-02-12,22:02:05
2594,2015-02-12,22:54:43
2642,2015-02-13,20:02:53
2643,2015-02-13,20:08:34
2644,2015-02-13,20:22:27
2645,2015-02-13,20:26:18
2646,2015-02-13,20:29:23
2647,2015-02-13,20:45:14
2648,2015-02-13,20:48:10
2649,2015-02-13,20:52:50
2650,2015-02-13,20:55:07
2651,2015-02-13,20:59:54
2652,2015-02-13,21:00:56
2653,2015-02-13,21:03:23
2654,2015-02-13,21:05:06
2655,2015-02-13,21:34:36
2656,2015-02-13,21:36:02
2657,2015-02-13,21:46:22
2658,2015-02-13,21:59:50
2659,2015-02-13,22:00:43
2660,2015-02-13,22:02:38
2661,2015-02-13,22:09:27
2662,2015-02-13,22:22:32
2663,2015-02-13,22:24:52
2664,2015-02-13,22:38:02
2665,2015-02-13,22:41:26
2710,2015-02-14,20:00:00
2711,2015-02-14,20:00:33
2712,2015-02-14,20:52:05
2713,2015-02-14,21:08:21
2714,2015-02-14,21:22:31
2715,2015-02-14,21:31:51
2716,2015-02-14,21:33:46
2717,2015-02-14,21:58:09
2718,2015-02-14,22:16:39
2719,2015-02-14,22:22:46
2720,2015-02-14,22:29:54
2721,2015-02-14,22:29:57
2722,2015-02-14,22:52:37
2723,2015-02-15,11:35:24
2724,2015-02-15,11:48:59
2725,2015-02-15,11:52:00
2726,2015-02-15,11:54:55
2727,2015-02-15,11:56:33
2728,2015-02-15,12:12:02
2729,2015-02-15,13:29:30
2730,2015-02-15,13:53:02
2731,2015-02-15,13:54:31
2732,2015-02-15,14:16:54
2733,2015-02-15,14:40:34
2734,2015-02-15,14:51:01
2735,2015-02-15,14:53:31
2736,2015-02-15,15:11:36
2737,2015-02-15,15:19:05
2738,2015-02-15,15:57:57
2739,2015-02-15,16:29:16
2740,2015-02-15,16:32:41
2741,2015-02-15,16:39:02
2742,2015-02-15,16:51:56
2743,2015-02-15,16:54:36
2744,2015-02-15,17:01:46
2745,2015-02-15,17:07:31
2746,2015-02-15,17:10:49
2747,2015-02-15,17:16:27
2748,2015-02-15,17:21:12
2749,2015-02-15,17:21:37
2750,2015-02-15,17:26:04
2751,2015-02-15,17:28:16
2752,2015-02-15,17:29:20
2753,2015-02-15,17:34:35
2754,2015-02-15,17:42:41
2755,2015-02-15,17:49:17
2756,2015-02-15,17:50:18
2757,2015-02-15,17:51:40
2758,2015-02-15,17:58:47
2759,2015-02-15,18:04:36
2760,2015-02-15,18:50:04
2761,2015-02-15,18:50:06
2762,2015-02-15,18:54:43
2763,2015-02-15,18:58:26
2764,2015-02-15,19:16:07
2765,2015-02-15,19:28:59
2766,2015-02-15,19:30:07
2767,2015-02-15,19:45:33
2768,2015-02-15,19:59:22
2769,2015-02-15,20:14:22
2770,2015-02-15,20:41:38
2771,2015-02-15,20:54:46
2772,2015-02-15,21:02:21
2773,2015-02-15,21:02:35
2774,2015-02-15,21:02:44
2775,2015-02-15,21:44:07
2776,2015-02-15,21:44:18
2777,2015-02-15,21:56:36
2825,2015-02-16,20:46:23
2826,2015-02-16,22:40:27
2878,2015-02-17,20:02:56
2879,2015-02-17,20:04:09
2880,2015-02-17,20:41:21
2881,2015-02-17,20:59:44
2882,2015-02-17,21:30:31
2883,2015-02-17,21:51:06
2884,2015-02-17,22:06:26
2885,2015-02-17,22:20:14
2886,2015-02-17,22:20:30
2887,2015-02-17,22:25:41
2938,2015-02-18,20:07:26
2939,2015-02-18,20:08:11
2940,2015-02-18,20:20:30
2941,2015-02-18,20:27:48
2942,2015-02-18,20:34:26
2943,2015-02-18,20:41:00
2944,2015-02-18,21:17:25
2945,2015-02-18,21:30:26
2946,2015-02-18,21:40:57
2947,2015-02-18,22:15:02
2948,2015-02-18,22:40:30
3001,2015-02-19,20:34:39
3002,2015-02-19,21:27:34
3003,2015-02-19,21:32:12
3004,2015-02-19,21:56:20
3063,2015-02-20,20:03:43
3064,2015-02-20,20:06:45
3065,2015-02-20,20:12:13
3066,2015-02-20,20:12:43
3067,2015-02-20,20:22:25
3068,2015-02-20,20:45:09
3069,2015-02-20,20:47:39
3070,2015-02-20,21:02:16
3071,2015-02-20,21:14:34
3072,2015-02-20,21:28:46
3073,2015-02-20,21:36:46
3074,2015-02-20,21:39:19
3075,2015-02-20,22:11:07
3076,2015-02-20,22:12:20
3077,2015-02-20,22:17:15
3125,2015-02-21,20:12:37
3126,2015-02-21,20:35:12
3127,2015-02-21,20:40:10
3128,2015-02-21,21:45:43
3129,2015-02-21,21:50:56
3130,2015-02-21,21:59:36
3131,2015-02-21,22:14:02
3132,2015-02-21,22:55:11
3133,2015-02-21,23:05:24
3162,2015-02-22,20:40:55
3163,2015-02-22,20:43:58
3164,2015-02-22,20:47:46
3165,2015-02-22,21:02:45
3166,2015-02-22,21:12:20
3167,2015-02-22,21:13:36
3168,2015-02-22,21:36:58
3169,2015-02-22,21:50:42
3170,2015-02-22,22:13:50
3219,2015-02-23,20:21:54
3220,2015-02-23,20:33:37
3221,2015-02-23,21:09:47
3222,2015-02-23,21:19:27
3223,2015-02-23,22:05:27
3224,2015-02-23,22:22:21
3273,2015-02-24,20:20:10
3274,2015-02-24,20:23:21
3275,2015-02-24,20:40:50
3276,2015-02-24,20:46:55
3277,2015-02-24,20:49:40
3278,2015-02-24,21:03:42
3279,2015-02-24,21:35:05
3280,2015-02-24,21:48:31
3281,2015-02-24,21:50:48
3282,2015-02-24,22:57:58
3335,2015-02-25,20:03:38
3336,2015-02-25,20:13:37
3337,2015-02-25,20:15:01
3338,2015-02-25,20:16:05
3339,2015-02-25,20:27:43
3340,2015-02-25,20:41:17
3341,2015-02-25,20:46:02
3342,2015-02-25,21:08:05
3343,2015-02-25,21:16:08
3344,2015-02-25,21:26:35
3345,2015-02-25,21:39:51
3399,2015-02-26,20:22:43
3400,2015-02-26,22:22:05
3463,2015-02-27,20:11:00
3464,2015-02-27,20:15:36
3465,2015-02-27,20:23:35
3466,2015-02-27,20:35:42
3467,2015-02-27,21:22:02
3468,2015-02-27,21:38:02
3469,2015-02-27,21:39:53
3470,2015-02-27,21:53:24
3471,2015-02-27,22:03:03
3515,2015-02-28,20:00:18
3516,2015-02-28,20:05:17
3517,2015-02-28,20:06:50
3518,2015-02-28,20:40:24
3519,2015-02-28,20:42:48
3520,2015-02-28,20:47:42
3521,2015-02-28,20:51:13
3522,2015-02-28,21:03:34
3523,2015-02-28,21:06:54
3524,2015-02-28,21:14:22
3525,2015-02-28,21:21:02
3526,2015-02-28,21:28:39
3527,2015-02-28,21:30:14
3528,2015-02-28,21:39:40
3529,2015-02-28,21:52:13
3530,2015-02-28,23:05:17
3572,2015-03-01,20:06:37
3573,2015-03-01,20:07:52
3574,2015-03-01,20:49:00
3575,2015-03-01,21:10:58
3576,2015-03-01,22:00:46
3577,2015-03-01,22:08:42
3578,2015-03-01,22:23:48
3579,2015-03-01,22:59:18
3631,2015-03-02,20:41:25
3632,2015-03-02,21:00:34
3633,2015-03-02,21:03:49
3634,2015-03-02,21:16:40
3635,2015-03-02,21:28:09
3636,2015-03-02,21:34:03
3637,2015-03-02,22:21:24
3685,2015-03-03,20:05:12
3686,2015-03-03,20:20:00
3687,2015-03-03,20:25:37
3688,2015-03-03,20:46:18
3689,2015-03-03,21:41:41
3690,2015-03-03,21:58:18
3744,2015-03-04,20:14:27
3745,2015-03-04,20:30:11
3746,2015-03-04,20:45:53
3747,2015-03-04,20:48:13
3748,2015-03-04,20:59:07
3749,2015-03-04,21:02:21
3812,2015-03-05,20:58:09
3813,2015-03-05,21:01:23
3866,2015-03-06,20:01:26
3867,2015-03-06,20:10:12
3868,2015-03-06,20:18:30
3869,2015-03-06,20:29:18
3870,2015-03-06,20:34:43
3871,2015-03-06,21:12:07
3872,2015-03-06,21:18:50
3873,2015-03-06,21:22:02
3874,2015-03-06,21:28:26
3875,2015-03-06,21:28:27
3876,2015-03-06,21:34:49
3877,2015-03-06,22:13:59
3878,2015-03-06,22:23:06
3879,2015-03-06,22:41:23
3921,2015-03-07,20:10:19
3922,2015-03-07,20:12:39
3923,2015-03-07,20:22:59
3924,2015-03-07,20:33:42
3925,2015-03-07,20:39:45
3926,2015-03-07,20:49:53
3927,2015-03-07,20:57:08
3928,2015-03-07,21:01:55
3929,2015-03-07,21:13:37
3930,2015-03-07,21:16:27
3931,2015-03-07,21:23:14
3932,2015-03-07,21:49:12
3933,2015-03-07,22:18:41
3934,2015-03-07,22:31:24
3935,2015-03-07,22:42:37
3936,2015-03-07,22:59:17
3937,2015-03-07,23:02:35
3991,2015-03-08,20:03:54
3992,2015-03-08,20:14:02
3993,2015-03-08,20:29:17
3994,2015-03-08,20:30:09
3995,2015-03-08,20:47:41
3996,2015-03-08,20:51:13
3997,2015-03-08,20:55:45
3998,2015-03-08,21:36:47
3999,2015-03-08,21:47:00
4049,2015-03-09,20:22:42
4050,2015-03-09,20:23:00
4051,2015-03-09,20:28:51
4052,2015-03-09,20:51:47
4053,2015-03-09,21:23:40
4054,2015-03-09,21:39:28
4055,2015-03-09,21:58:39
4106,2015-03-10,20:08:25
4107,2015-03-10,20:17:32
4108,2015-03-10,20:20:38
4109,2015-03-10,20:45:34
4110,2015-03-10,20:55:20
4111,2015-03-10,21:05:08
4112,2015-03-10,21:23:19
4113,2015-03-10,22:13:47
4114,2015-03-10,22:18:08
4170,2015-03-11,20:01:57
4171,2015-03-11,21:35:22
4172,2015-03-11,21:49:42
4173,2015-03-11,22:03:13
4174,2015-03-11,22:22:00
4175,2015-03-11,22:27:17
4176,2015-03-11,22:28:40
4224,2015-03-12,20:19:32
4225,2015-03-12,20:30:07
4226,2015-03-12,20:58:53
4227,2015-03-12,22:03:24
4283,2015-03-13,20:00:35
4284,2015-03-13,20:01:36
4285,2015-03-13,20:07:36
4286,2015-03-13,20:09:22
4287,2015-03-13,20:22:24
4288,2015-03-13,20:33:21
4289,2015-03-13,20:47:26
4290,2015-03-13,20:51:32
4291,2015-03-13,20:59:18
4292,2015-03-13,21:02:53
4293,2015-03-13,21:12:29
4294,2015-03-13,21:14:47
4295,2015-03-13,21:31:23
4296,2015-03-13,21:48:33
4297,2015-03-13,22:06:21
4298,2015-03-13,22:18:17
4344,2015-03-14,20:15:55
4345,2015-03-14,20:18:21
4346,2015-03-14,20:20:18
4347,2015-03-14,20:31:44
4348,2015-03-14,20:37:13
4349,2015-03-14,20:47:01
4350,2015-03-14,21:02:43
4351,2015-03-14,21:05:17
4352,2015-03-14,21:22:53
4353,2015-03-14,21:24:48
4354,2015-03-14,22:23:19
4399,2015-03-15,20:19:34
4400,2015-03-15,20:49:02
4401,2015-03-15,21:03:16
4402,2015-03-15,21:26:48
4403,2015-03-15,22:17:47
4467,2015-03-16,20:29:39
4468,2015-03-16,21:13:23
4469,2015-03-16,22:47:49
4531,2015-03-17,20:12:16
4532,2015-03-17,20:24:54
4533,2015-03-17,20:25:53
4534,2015-03-17,20:45:20
4535,2015-03-17,20:49:48
4536,2015-03-17,21:06:40
4537,2015-03-17,21:09:17
4538,2015-03-17,21:31:30
4539,2015-03-17,21:34:31
4540,2015-03-17,21:58:59
4590,2015-03-18,20:03:05
4591,2015-03-18,20:04:42
4592,2015-03-18,20:05:46
4593,2015-03-18,20:08:10
4594,2015-03-18,20:19:08
4595,2015-03-18,20:41:38
4596,2015-03-18,20:42:12
4597,2015-03-18,20:45:48
4598,2015-03-18,21:05:40
4599,2015-03-18,21:13:49
4600,2015-03-18,21:35:26
4601,2015-03-18,22:27:51
4602,2015-03-18,22:28:11
4653,2015-03-19,20:16:45
4654,2015-03-19,20:23:12
4655,2015-03-19,20:30:29
4656,2015-03-19,20:43:33
4657,2015-03-19,20:48:08
4658,2015-03-19,21:34:17
4659,2015-03-19,21:53:59
4660,2015-03-19,22:14:01
4713,2015-03-20,20:08:33
4714,2015-03-20,20:08:46
4715,2015-03-20,20:16:44
4716,2015-03-20,20:33:22
4717,2015-03-20,20:56:46
4718,2015-03-20,21:11:17
4719,2015-03-20,21:21:56
4720,2015-03-20,21:28:14
4721,2015-03-20,21:37:57
4722,2015-03-20,21:49:53
4723,2015-03-20,21:52:10
4724,2015-03-20,22:09:09
4725,2015-03-20,22:20:00
4726,2015-03-20,22:28:53
4773,2015-03-21,20:04:52
4774,2015-03-21,20:14:45
4775,2015-03-21,20:15:09
4776,2015-03-21,20:15:27
4777,2015-03-21,20:35:51
4778,2015-03-21,20:38:40
4779,2015-03-21,21:35:31
4780,2015-03-21,21:47:02
4781,2015-03-21,21:58:12
4782,2015-03-21,22:15:37
4814,2015-03-22,20:30:11
4815,2015-03-22,20:52:46
4816,2015-03-22,20:55:27
4817,2015-03-22,21:08:01
4818,2015-03-22,21:31:24
4819,2015-03-22,21:58:31
4872,2015-03-23,20:09:11
4873,2015-03-23,20:25:39
4874,2015-03-23,20:31:44
4875,2015-03-23,20:55:17
4876,2015-03-23,21:07:34
4877,2015-03-23,22:05:32
4878,2015-03-23,22:12:04
4879,2015-03-23,22:19:06
4880,2015-03-23,22:39:18
4931,2015-03-24,20:01:03
4932,2015-03-24,20:20:11
4933,2015-03-24,20:32:57
4934,2015-03-24,20:37:52
4935,2015-03-24,20:56:05
4936,2015-03-24,21:06:17
4937,2015-03-24,22:03:54
4938,2015-03-24,22:14:02
4939,2015-03-24,22:20:17
4940,2015-03-24,22:20:25
4985,2015-03-25,20:00:01
4986,2015-03-25,20:06:38
4987,2015-03-25,20:34:13
4988,2015-03-25,20:44:56
4989,2015-03-25,20:54:18
4990,2015-03-25,21:02:20
4991,2015-03-25,21:09:19
4992,2015-03-25,21:11:28
4993,2015-03-25,21:13:53
4994,2015-03-25,21:26:47
4995,2015-03-25,21:26:57
4996,2015-03-25,22:16:46
5056,2015-03-26,20:01:53
5057,2015-03-26,20:08:07
5058,2015-03-26,20:21:14
5059,2015-03-26,20:25:19
5060,2015-03-26,20:44:56
5061,2015-03-26,21:23:45
5121,2015-03-27,20:03:34
5122,2015-03-27,20:26:45
5123,2015-03-27,20:28:06
5124,2015-03-27,20:53:44
5125,2015-03-27,21:08:30
5126,2015-03-27,21:21:49
5127,2015-03-27,21:43:10
5128,2015-03-27,21:58:19
5129,2015-03-27,22:16:53
5130,2015-03-27,22:19:13
5131,2015-03-27,22:37:50
5132,2015-03-27,22:52:56
5182,2015-03-28,20:05:31
5183,2015-03-28,20:13:50
5184,2015-03-28,20:20:01
5185,2015-03-28,20:24:32
5186,2015-03-28,20:28:50
5187,2015-03-28,20:39:16
5188,2015-03-28,20:43:58
5189,2015-03-28,20:48:40
5190,2015-03-28,22:27:17
5191,2015-03-28,22:34:56
5192,2015-03-28,22:43:32
5243,2015-03-29,20:03:49
5244,2015-03-29,20:26:29
